210,GM13 OCE,2017-01-13,TRUE,52.99
211,RB56 BYO,2006-07-22,TRUE,41.99
212,WW53 MNE,2007-12-23,TRUE,42.99
213,OH52 OAL,2019-10-27,FALSE,54.99
214,FY19 RRK,2015-08-16,TRUE,50.99
215,WG13 MBA,2009-10-23,TRUE,44.99
216,PS09 VCE,2010-03-11,TRUE,45.99
217,FA68 MCF,2018-07-07,FALSE,53.99
218,FW03 SGG,2004-07-28,TRUE,39.99
219,AG70 OOC,2010-04-18,TRUE,45.99
220,HN19 MKD,2013-05-17,TRUE,48.99
221,NN62 EHY,2002-07-08,FALSE,37.99
222,PF18 MAP,2007-10-27,FALSE,42.99
223,OV13 BRP,2004-04-06,TRUE,39.99
224,AM64 NFY,2013-12-18,TRUE,48.99
225,VP64 LYW,2010-04-08,TRUE,45.99
226,BY63 BMA,2008-08-01,FALSE,43.99
227,YF61 LSK,2008-12-09,TRUE,43.99
228,AK61 GKL,2007-12-21,TRUE,42.99
229,FA62 BAK,2014-12-20,TRUE,49.99
230,CF12 DER,2017-07-20,TRUE,52.99
231,AK53 OYL,2001-05-10,TRUE,36.99
232,NW05 HNB,2020-01-29,TRUE,55.99
233,CF68 PMG,2007-11-27,TRUE,42.99
234,FW69 GNP,2010-04-06,TRUE,45.99
235,FS56 KWV,2006-01-17,TRUE,41.99
236,RD13 ASC,2013-12-20,TRUE,48.99
237,LC67 VED,2020-12-27,TRUE,55.99
238,DR56 OMD,2008-11-28,TRUE,43.99
239,KC63 SVV,2019-06-18,TRUE,54.99
240,BE13 WVN,2002-12-06,TRUE,37.99
241,ML63 KNL,2009-02-27,TRUE,44.99
242,ML63 KNL,2010-07-07,FALSE,45.99
243,WA20 AND,2009-05-30,TRUE,44.99
244,MR18 PFD,2008-02-18,TRUE,43.99
245,OS03 FPA,2014-09-06,TRUE,49.99
246,DH69 CNV,2005-04-03,TRUE,40.99
247,SO62 GRW,2012-04-17,FALSE,47.99
248,FR67 HGH,2019-02-01,TRUE,54.99
249,GF58 WGY,2016-07-12,TRUE,51.99
250,AR12 DKF,2007-12-24,TRUE,42.99
251,KB59 KDG,2015-11-05,TRUE,50.99
252,OL56 OYA,2008-07-15,TRUE,43.99
253,PO61 FRY,2005-02-12,TRUE,40.99
254,FB07 OOE,2009-05-20,TRUE,44.99
255,RB56 BYO,2009-07-19,TRUE,44.99
256,CW60 NWY,2003-08-24,TRUE,38.99
257,WO52 PAK,2014-09-07,TRUE,49.99
258,HC61 GCD,2007-06-01,TRUE,42.99
259,OH52 OAL,2000-05-29,TRUE,35.99
260,VS16 BLE,2001-11-16,TRUE,36.99
261,GO60 YLY,2005-06-28,TRUE,40.99
262,PK14 KAY,2015-12-10,TRUE,50.99
263,GE68 MLC,2002-03-19,TRUE,37.99
264,GH55 VDS,2019-09-28,TRUE,54.99
265,OV13 BRP,2014-07-17,TRUE,49.99
266,SP70 ARR,2001-01-21,TRUE,36.99
267,BH63 GEB,2015-08-12,FALSE,50.99
268,FY19 RRK,2014-11-19,TRUE,49.99
269,GK14 MWC,2009-04-09,TRUE,44.99
270,HL03 ESG,2013-10-15,FALSE,48.99
271,FL13 CON,2006-06-12,TRUE,41.99
272,BB05 OWB,2003-11-24,TRUE,38.99
273,HL03 ESG,2008-10-20,TRUE,43.99
274,BA02 LOS,2000-09-25,TRUE,35.99
275,HG69 WMG,2005-04-11,TRUE,40.99
276,DF16 PLW,2010-09-14,TRUE,45.99
277,SW12 GCC,2006-12-27,TRUE,41.99
278,CL57 SDM,2017-11-03,TRUE,52.99
279,KR59 KYR,2017-11-15,TRUE,52.99
280,LO05 PAF,2005-06-14,TRUE,40.99
281,BH63 GEB,2008-06-26,FALSE,43.99
282,KM12 DWN,2000-03-11,TRUE,35.99
283,MN03 DKB,2000-05-05,TRUE,35.99
284,HD66 HWH,2005-11-12,FALSE,40.99
285,HV54 WFC,2001-02-17,TRUE,36.99
286,GB68 NPY,2000-12-07,TRUE,35.99
287,KW55 KAV,2006-12-23,TRUE,41.99
288,MR18 PFD,2015-04-12,TRUE,50.99
289,OF60 HCN,2017-06-10,TRUE,52.99
290,FG19 VVG,2018-06-28,TRUE,53.99
291,RF13 BNR,2003-10-10,TRUE,38.99
292,HV54 WFC,2011-09-20,TRUE,46.99
293,HV09 FAR,2002-04-11,TRUE,37.99
294,YO64 DNS,2007-05-23,FALSE,42.99
295,WW53 MNE,2010-09-12,TRUE,45.99
296,CB54 OBP,2016-05-01,TRUE,51.99
297,KE55 PNC,2016-08-27,FALSE,51.99
298,LC67 VED,2003-12-20,FALSE,38.99
299,GM13 OCE,2002-07-08,TRUE,37.99
300,DH02 CNR,2003-07-14,TRUE,38.99
301,WS70 KKF,2009-05-04,TRUE,44.99
302,RV10 FOL,2017-02-22,TRUE,52.99
303,DV61 VYM,2013-11-27,TRUE,48.99
304,CF12 DER,2001-10-29,TRUE,36.99
305,FY19 RRK,2007-05-01,TRUE,42.99
306,WG03 MLD,2013-07-21,TRUE,48.99
307,FB05 VWA,2004-09-19,TRUE,39.99
308,HA68 RMH,2013-10-28,FALSE,48.99
309,PW53 FLB,2015-03-18,FALSE,50.99
310,HV09 FAR,2000-02-05,TRUE,35.99
311,BM59 EBA,2011-08-24,TRUE,46.99
312,SF60 MAD,2002-06-23,FALSE,37.99
313,DO04 EER,2010-05-22,TRUE,45.99
314,CK66 YFY,2008-06-15,TRUE,43.99
315,OH52 OAL,2015-04-25,FALSE,50.99
316,RF69 GBE,2004-06-13,FALSE,39.99
317,PF65 AWS,2000-05-14,FALSE,35.99
318,PF14 GEY,2001-07-14,FALSE,36.99
319,CO11 KSV,2003-02-06,FALSE,38.99
320,KM18 AMY,2020-02-23,FALSE,55.99
321,OF60 HCN,2020-07-07,FALSE,55.99
322,BE13 WVN,2001-06-03,TRUE,36.99
323,WO52 PAK,2004-10-07,TRUE,39.99
324,FY19 RRK,2012-03-30,TRUE,47.99
325,GM13 OCE,2010-07-27,TRUE,45.99
326,GS18 OYR,2013-07-05,TRUE,48.99
327,LO05 PAF,2007-12-26,FALSE,42.99
328,WS70 KKF,2001-01-22,TRUE,36.99
329,DO60 YDG,2019-09-25,TRUE,54.99
330,NM67 HAR,2011-03-19,FALSE,46.99
331,RR66 CRB,2007-10-23,TRUE,42.99
332,KY66 MLD,2009-04-08,FALSE,44.99
333,PK14 KAY,2004-12-25,FALSE,39.99
334,LG57 ALM,2020-05-06,TRUE,55.99
335,AK61 YKD,2015-07-04,TRUE,50.99
336,RA54 MPE,2007-12-12,TRUE,42.99
337,BY63 BMA,2019-01-03,FALSE,54.99
338,EO19 SEH,2001-09-24,TRUE,36.99
339,HC61 COO,2016-02-06,TRUE,51.99
340,LC67 VED,2015-01-13,TRUE,50.99
341,FS56 KWV,2002-09-13,TRUE,37.99
342,CK66 YFY,2009-06-10,FALSE,44.99
343,GF58 WGY,2012-11-09,TRUE,47.99
344,OL56 OYA,2017-08-25,TRUE,52.99
345,WR05 KMH,2016-09-09,TRUE,51.99
346,RV10 FOL,2009-12-25,FALSE,44.99
347,WO52 PAK,2010-06-03,TRUE,45.99
348,RR66 CRB,2001-01-26,TRUE,36.99
349,YS10 YFF,2012-06-20,TRUE,47.99
350,DF16 PLW,2016-11-07,TRUE,51.99
351,DV61 VYM,2000-10-05,TRUE,35.99
352,WG03 MLD,2019-10-16,TRUE,54.99
353,RB56 BYO,2001-04-19,TRUE,36.99
354,MN03 DKB,2001-07-12,TRUE,36.99
355,RK04 WDP,2016-11-05,TRUE,51.99
356,BB05 OWB,2003-12-05,TRUE,38.99
357,FR67 HGH,2014-08-17,TRUE,49.99
358,OW08 LCR,2012-03-27,TRUE,47.99
359,KM12 DWN,2007-11-21,FALSE,42.99
360,DA52 WYV,2014-10-05,TRUE,49.99
361,EP02 NYO,2008-02-17,FALSE,43.99
362,VD04 BHS,2000-02-02,TRUE,35.99
363,DO60 YDG,2003-02-25,TRUE,38.99
364,PK14 KAY,2018-05-24,TRUE,53.99
365,RB56 BYO,2013-10-30,FALSE,48.99
366,SF60 MAD,2011-03-20,FALSE,46.99
367,SO10 GAG,2011-10-11,FALSE,46.99
368,BE13 WVN,2008-02-04,FALSE,43.99
369,AE03 PDV,2015-04-07,FALSE,50.99
370,DM53 HLD,2005-10-25,FALSE,40.99
371,CB54 OBP,2017-08-29,TRUE,52.99
372,SO62 GRW,2005-01-22,TRUE,40.99
373,OS03 FPA,2017-09-10,TRUE,52.99
374,CO05 WRW,2020-02-04,TRUE,55.99
375,EO19 SEH,2011-10-19,TRUE,46.99
376,DF16 PLW,2013-05-25,FALSE,48.99
377,YS70 CLS,2013-02-10,TRUE,48.99
378,HV61 YPL,2001-06-22,TRUE,36.99
379,FS56 KWV,2002-05-22,FALSE,37.99
380,LC67 VED,2004-08-06,TRUE,39.99
381,CB54 OBP,2013-03-12,TRUE,48.99
382,HV09 FAR,2003-02-02,TRUE,38.99
383,OL56 OYA,2002-05-15,TRUE,37.99
384,OS03 FPA,2003-04-03,TRUE,38.99
385,FL55 RHP,2008-11-22,FALSE,43.99
386,WG13 MBA,2013-08-16,TRUE,48.99
387,CO68 CHG,2012-02-23,TRUE,47.99
388,FS56 KWV,2000-10-16,TRUE,35.99
389,AE03 PDV,2001-06-27,TRUE,36.99
390,CM18 YGV,2016-10-06,TRUE,51.99
391,GS18 OYR,2007-03-17,TRUE,42.99
392,KE55 PNC,2020-09-13,TRUE,55.99
393,BA02 LOS,2007-11-02,TRUE,42.99
394,WA20 AND,2013-03-30,FALSE,48.99
395,DR56 OMD,2004-08-14,TRUE,39.99
396,CB54 OBP,2000-11-19,TRUE,35.99
397,BB05 OWB,2014-10-17,TRUE,49.99
398,ML63 KNL,2017-06-28,TRUE,52.99
399,DR56 OMD,2017-11-14,FALSE,52.99
400,LN12 EWA,2001-07-13,TRUE,36.99
401,KW55 KAV,2019-07-14,FALSE,54.99
402,VS16 BLE,2011-12-19,TRUE,46.99
403,FY19 RRK,2005-03-10,TRUE,40.99
404,CK58 MYS,2004-09-16,FALSE,39.99
405,FW03 SGG,2011-05-03,TRUE,46.99
406,SS59 LFF,2014-02-02,FALSE,49.99
407,WA20 AND,2013-09-30,FALSE,48.99
408,DA59 SAC,2016-03-07,FALSE,51.99
409,DA59 SAC,2004-04-16,FALSE,39.99
410,WR05 KMH,2013-11-20,FALSE,48.99
411,FL55 RHP,2005-02-28,TRUE,40.99
412,NN62 EHY,2016-12-26,TRUE,51.99
413,PD03 NHO,2008-02-24,TRUE,43.99
414,SF60 MAD,2017-03-15,TRUE,52.99
415,YS70 CLS,2016-07-30,TRUE,51.99
416,RB56 BYO,2020-04-04,TRUE,55.99
417,GC17 CRN,2009-02-19,TRUE,44.99
418,BF08 SMM,2003-03-15,TRUE,38.99
419,DH02 CNR,2017-12-14,TRUE,52.99
420,RB62 ACO,2005-11-25,FALSE,40.99
421,RY12 OLW,2010-09-27,FALSE,45.99
422,GF58 WGY,2012-08-02,TRUE,47.99
423,PO61 FRY,2013-03-10,FALSE,48.99
424,KW66 VOP,2018-02-23,FALSE,53.99
425,LW18 YHA,2011-02-13,TRUE,46.99
426,HC67 FAL,2004-02-13,TRUE,39.99
427,CM18 YGV,2016-11-10,TRUE,51.99
428,RK04 WDP,2016-06-03,FALSE,51.99
429,RK04 WDP,2019-11-04,FALSE,54.99
430,KW09 NOA,2004-05-27,TRUE,39.99
431,CB54 OBP,2002-10-08,TRUE,37.99
432,DW19 FYN,2004-02-10,TRUE,39.99
433,RF69 GBE,2016-07-19,TRUE,51.99
434,CF12 DER,2001-11-30,FALSE,36.99
435,KM12 DWN,2016-11-26,TRUE,51.99
436,DA59 SAC,2019-12-22,FALSE,54.99
437,RY12 OLW,2009-12-09,TRUE,44.99
438,HL03 ESG,2003-03-11,TRUE,38.99
439,WR05 KMH,2000-04-25,FALSE,35.99
440,DM53 HLD,2009-01-08,TRUE,44.99
441,RO52 OSK,2009-05-19,TRUE,44.99
442,DR56 OMD,2020-11-04,TRUE,55.99
443,WS02 DLH,2001-02-22,TRUE,36.99
444,AE03 PDV,2017-10-24,TRUE,52.99
445,KW55 KAV,2013-10-15,TRUE,48.99
446,PD19 GVP,2017-04-02,FALSE,52.99
447,DW19 FYN,2005-01-15,FALSE,40.99
448,BM59 EBA,2000-12-07,TRUE,35.99
449,SO62 GRW,2011-11-06,TRUE,46.99
450,AE10 GOR,2017-01-03,TRUE,52.99
451,SL65 PMO,2018-12-03,TRUE,53.99
452,BF08 SMM,2003-07-19,TRUE,38.99
453,KW55 KAV,2014-07-28,TRUE,49.99
454,ER68 VMO,2020-07-22,FALSE,55.99
455,PK14 KAY,2015-04-03,TRUE,50.99
456,FB05 VWA,2015-12-09,FALSE,50.99
457,PF65 AWS,2005-10-19,TRUE,40.99
458,FA62 BAK,2018-01-21,TRUE,53.99
459,FL13 CON,2014-11-13,TRUE,49.99
460,AK61 GKL,2016-10-06,TRUE,51.99
461,RB62 ACO,2000-05-11,TRUE,35.99
462,BF08 SMM,2002-09-02,TRUE,37.99
463,LA62 SMO,2020-05-01,TRUE,55.99
464,VK05 LML,2016-07-23,TRUE,51.99
465,KS09 SAF,2010-07-11,TRUE,45.99
466,KC63 SVV,2019-02-25,TRUE,54.99
467,NW05 HNB,2020-06-28,TRUE,55.99
468,YS70 CLS,2008-07-29,TRUE,43.99
469,FY63 GCF,2014-05-09,TRUE,49.99
470,WF10 BNS,2013-04-27,TRUE,48.99
471,DA59 SAC,2020-04-04,TRUE,55.99
472,SP70 ARR,2017-05-16,TRUE,52.99
473,AR12 DKF,2015-10-05,TRUE,50.99
474,OV13 BRP,2011-09-28,TRUE,46.99
475,FW69 GNP,2015-12-05,FALSE,50.99
476,RA54 MPE,2000-04-09,TRUE,35.99
477,LS06 KVF,2010-01-09,TRUE,45.99
478,SH67 HNC,2016-09-29,TRUE,51.99
479,AE10 GOR,2009-11-13,TRUE,44.99
480,VK05 LML,2003-04-06,TRUE,38.99
481,HN19 MKD,2010-11-16,FALSE,45.99
482,HB04 EEV,2012-03-29,TRUE,47.99
483,DV61 VYM,2015-11-04,TRUE,50.99
484,KR59 KYR,2003-08-23,TRUE,38.99
485,RD13 ASC,2001-09-26,TRUE,36.99
486,AR12 DKF,2005-11-12,FALSE,40.99
487,RK04 WDP,2000-11-12,TRUE,35.99
488,ER68 VMO,2019-07-21,TRUE,54.99
489,KO06 EFM,2017-01-09,FALSE,52.99
490,VP67 NVP,2006-01-06,TRUE,41.99
491,DO60 YDG,2012-03-06,TRUE,47.99
492,HC61 COO,2017-02-11,TRUE,52.99
493,OW08 LCR,2013-08-27,FALSE,48.99
494,FY63 GCF,2020-01-30,TRUE,55.99
495,HC67 FAL,2011-11-13,TRUE,46.99
496,BM59 EBA,2011-06-19,TRUE,46.99
497,FY63 GCF,2020-07-23,FALSE,55.99
498,CO05 WRW,2002-03-18,TRUE,37.99
499,LO05 PAF,2017-03-07,FALSE,52.99
500,BH63 GEB,2015-12-02,TRUE,50.99
501,AG70 OOC,2016-10-21,TRUE,51.99
502,BH63 GEB,2020-10-29,FALSE,55.99
503,CY58 FEV,2017-04-16,TRUE,52.99
504,KR59 KYR,2004-07-29,TRUE,39.99
505,BB57 VSV,2013-06-23,FALSE,48.99
506,CH59 FFR,2018-01-07,TRUE,53.99
507,BM59 EBA,2020-01-23,TRUE,55.99
508,HW70 YKS,2014-06-21,TRUE,49.99
509,CO68 CHG,2009-05-02,TRUE,44.99
510,GB68 NPY,2019-10-18,TRUE,54.99
511,FB07 OOE,2012-09-07,FALSE,47.99
512,GM13 OCE,2009-09-04,TRUE,44.99
513,KO06 EFM,2018-11-05,TRUE,53.99
514,KR59 KYR,2001-09-30,TRUE,36.99
515,BB05 OWB,2014-09-26,TRUE,49.99
516,HD62 NHE,2011-06-08,TRUE,46.99
517,LS06 KVF,2016-03-30,TRUE,51.99
518,KY66 MLD,2004-10-24,FALSE,39.99
519,WS02 DLH,2007-07-16,FALSE,42.99
520,KM12 DWN,2009-04-22,TRUE,44.99
521,VD16 SVW,2002-11-24,TRUE,37.99
522,HN19 MKD,2005-04-10,TRUE,40.99
523,RO52 OSK,2003-01-10,FALSE,38.99
524,GE68 MLC,2004-05-27,TRUE,39.99
525,DB10 DGL,2015-04-22,TRUE,50.99
526,RK04 WDP,2000-12-09,TRUE,35.99
527,GO60 YLY,2020-01-26,TRUE,55.99
528,PN08 KCN,2020-04-16,FALSE,55.99
529,SY11 PSS,2008-05-13,TRUE,43.99
530,VP67 NVP,2004-12-04,FALSE,39.99
531,CY58 FEV,2006-01-27,TRUE,41.99
532,DH69 CNV,2011-03-11,TRUE,46.99
533,GK14 MWC,2012-11-25,TRUE,47.99
534,NP67 OHA,2019-02-04,FALSE,54.99
535,CF68 PMG,2018-06-26,TRUE,53.99
536,HA68 RMH,2007-08-20,TRUE,42.99
537,CM54 PEP,2009-05-16,FALSE,44.99
538,AM64 NFY,2009-04-08,TRUE,44.99
539,KM18 AMY,2012-05-29,TRUE,47.99
