name,postcode,motorway,supermarket,latitude,longitude,e5,e10,b7s,b7p,open,close,                ,openSun,closeSun,car wash, toilets
ESSO,DH1 2HN,0,0,54.782426,-1.538356,159.9,139.9,159.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
Gulf,PE31 8FB,0,1,52.96559,0.683946,NULL,139.9,154.9,NULL,07:00:00,19:00:00,07:00:00,19:00:00,0,1
TESCO,CF64 1SA,0,0,51.44561,-3.18541,148.9,139.9,156.9,NULL,06:00:00,21:00:00,06:00:00,21:00:00,0,1
Texaco,M41 0SU,0,1,53.4581784,-2.3553549,NULL,135.9,144.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,0,0
ESSO,B30 1PA,0,0,52.42324,-1.93264,154.9,139.9,163.9,178.9,07:30:00,22:30:00,07:30:00,22:30:00,0,0
SHELL,SM1 2SS,0,0,51.361303,-0.200215,174.9,148.9,168.9,189.9,06:00:00,23:00:00,06:00:00,23:00:00,0,1
Texaco ,PR9 8BW,0,0,53.6735101,-2.9230884,149.9,139.9,159.9,169.9,07:00:00,21:00:00,07:00:00,20:00:00,1,1
Spar,S41 0JF,0,0,53.2197785,-1.406369,155.9,146.9,167.9,176.9,06:00:00,23:00:00,06:00:00,23:00:00,0,0
SHELL STROOD ,ME2 3HX,0,0,51.39594,0.49071,173.9,153.9,179.9,199.9,06:00:00,22:00:00,06:00:00,22:00:00,0,0
SAINSBURYS,BT8 6FX,0,0,54.56495,-5.90705,145.9,133.9,154.9,NULL,07:00:00,22:00:00,07:00:00,22:00:00,0,0
ESSO,BD4 7EJ,0,0,53.7843,-1.73553,159.9,141.9,161.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
Karan Peggy White Service Station,ML1 5SY,1,1,55.831868,-3.928576,NULL,142.9,163.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,0
Port Charlotte Filling Station,PA48 7TL,0,1,55.7384217,-6.3788221,NULL,149.9,162.9,NULL,09:00:00,17:30:00,00:00:00,00:00:00,0,0
ESSO,EH39 5DF,0,0,56.05502,-2.74942,159.9,142.9,155.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SAINSBURYS,NG4 2JN,0,0,52.95844,-1.0742,NULL,137.9,157.9,NULL,07:00:00,22:00:00,07:00:00,22:00:00,1,0
GULF,G68 9FW,0,0,55.943251,-4.032621,NULL,139.7,159.7,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,0
MORRISONS,DN4 8SJ,0,0,53.498568,-1.120136,149.9,136.9,155.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,0
BP,WV11 2AT,1,0,52.6443638,-2.0587882,NULL,NULL,NULL,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,1
SHELL HARVEST ENERGY,MK42 7QA,0,0,52.1140785,-0.4966156,166.9,145.9,169.9,190.9,06:00:00,23:00:00,06:00:00,23:00:00,1,0
SHELL,CW7 2LT,0,0,53.19021,-2.54065,156.9,143.9,163.9,176.9,07:00:00,22:30:00,07:00:00,22:30:00,0,1
TEXACO,CF62 9PZ,0,0,51.4246254,-3.2743905,NULL,145.9,167.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,1
TEXACO,CF45 4YX,0,0,51.6455,-3.32119,155.9,139.9,159.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,0,0
HARVEST ENERGY,TN11 9ND,0,0,51.2199029,0.2330232,NULL,142.9,163.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,0,0
SHELL,YO43 3PN,0,0,53.874325,-0.701119,169.9,146.9,167.9,189.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
SAINSBURYS,L5 3LQ,0,0,53.4245,-2.98122,149.9,137.9,157.9,NULL,07:00:00,22:30:00,07:00:00,22:30:00,1,0
APPLEGREEN,BT36 4RN,1,0,54.6943119,-6.0167276,NULL,145.8,165.8,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,1
BP,M25 3AJ,0,0,53.537825,-2.288841,159.9,139.9,158.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
ESSO,CW1 6DN,0,0,53.09114,-2.43155,157.9,142.9,162.9,176.9,06:00:00,00:00:00,06:00:00,00:00:00,0,0
ESSO,BN3 3TJ,0,0,50.834935,-0.169718,159.9,142.9,159.9,179.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
CENTRAL CONVENIENCE,BN3 7LR,0,0,50.8448,-0.19199,NULL,145.9,166.9,178.9,06:00:00,22:00:00,06:00:00,22:00:00,1,0
ESSO,KT22 0JR,0,0,51.332604,-0.356514,159.9,139.9,159.9,179.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
TESCO,CO10 1GY,0,0,52.05326,0.73293,149.9,139.9,157.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,1,1
JET,WS3 2TZ,0,0,52.626536,-2.019619,159.9,139.9,161.9,179.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
SHELL,CA11 8HU,0,0,54.660023,-2.74727,164.9,143.9,163.9,184.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
TESCO,G73 1NY,0,0,55.83434,-4.21106,145.9,136.9,156.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,0
Murco,SN10 1PQ,0,0,51.3521795,-2.0137935,NULL,129.9,139.9,NULL,07:30:00,18:00:00,00:00:00,00:00:00,0,1
SAINSBURYS,TS1 1RP,0,0,54.57787,-1.24211,NULL,136.9,157.9,NULL,07:00:00,21:00:00,07:00:00,21:00:00,1,0
SHELL,E1 1DT,0,0,51.518016,-0.065378,169.9,144.9,162.9,184.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
BP,CW2 6PR,0,0,53.08336,-2.45731,164.9,143.9,164.9,184.9,06:00:00,22:00:00,06:00:00,22:00:00,1,1
BP,NR5 0SY,0,0,52.6411,1.23507,159.9,142.9,161.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
MORRISONS,WF2 9BY,0,0,53.679058,-1.526738,149.9,137.9,157.9,167.9,05:30:00,23:00:00,05:30:00,23:00:00,1,0
MURCO,SA3 1AR,0,1,51.57896,-4.2078,NULL,134.0,143.0,NULL,07:30:00,19:30:00,07:30:00,19:30:00,0,0
ESSO,PR7 1PZ,0,0,53.662155,-2.630716,159.9,139.9,159.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SAINSBURYS,BT11 9AE,0,0,54.58243,-5.97861,146.9,134.9,154.9,NULL,07:00:00,22:00:00,07:00:00,22:00:00,1,0
ESSO,N21 3RL,0,0,51.629753,-0.096905,165.9,141.9,161.9,185.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SHELL,IG7 5PP,0,0,51.610713,0.081442,169.9,146.9,165.9,189.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
TEXACO,L4 3QP,0,0,53.437562,-2.974533,155.9,137.9,157.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
ESSO,IV30 1XU,0,0,57.6472,-3.29472,159.9,142.9,162.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
JET,CT11 7EL,0,0,51.3426,1.42706,155.9,137.9,155.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
TESCO,M33 4XA,0,0,53.41467,-2.3516,146.9,137.9,157.9,NULL,06:00:00,00:00:00,06:00:00,00:00:00,0,0
ESSO,CV21 1DJ,0,0,52.3841,-1.26546,159.9,139.9,157.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SHELL,M5 4TS,0,0,53.476019,-2.267393,164.9,141.9,159.9,184.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
TEXACO,SA19 7BN,0,0,51.935265,-3.9110061,NULL,144.9,167.9,NULL,06:30:00,22:00:00,06:30:00,22:00:00,1,0
Murco ,EX36 3QP,0,0,51.0135365,-3.7660632,153.9,139.9,162.9,175.9,07:00:00,20:00:00,08:00:00,20:00:00,1,1
MORRISONS,EX16 6RZ,0,0,50.908134,-3.493588,150.9,140.9,157.9,167.9,06:00:00,22:00:00,06:00:00,22:00:00,1,1
SAINSBURYS,PR5 6BJ,0,0,53.72145,-2.66902,152.9,140.9,157.9,NULL,06:00:00,23:00:00,06:00:00,23:00:00,1,0
BP,BT52 1QY,0,1,55.139003,-6.6660029,148.9,139.9,164.9,173.9,06:00:00,23:59:00,06:00:00,23:59:00,0,1
SAINSBURYS,EN1 1TH,0,0,51.65315,-0.05785,150.9,138.9,152.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,1,0
MORRISONS,S40 3DP,0,0,53.230926,-1.453815,151.9,141.9,157.9,167.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
ESSO,TR11 2EJ,0,0,50.1554,-5.08181,159.9,139.9,159.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
SHELL,IP28 6AE,0,0,52.338249,0.534069,169.9,146.9,164.9,189.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
ESSO,G33 1AE,0,0,55.882251,-4.169194,159.9,139.9,163.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
A  R Ltd,KW148TU,0,0,58.590804,-3.383761,162.5,158.9,184.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,0
BLYTH SERVICE STATION LIMITED,NE24 5SU,0,0,55.1316263,-1.5280019,NULL,147.9,167.9,NULL,07:00:00,21:00:00,08:30:00,20:00:00,1,0
ESSO,HA2 6AE,0,0,51.587255,-0.360183,159.9,139.9,157.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
TEXACO,CF39 9SH,0,0,51.611051,-3.402639,155.9,139.9,159.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,0
BP,BA14 6DW,0,0,51.3170944,-2.1946064,161.9,139.9,160.9,179.9,06:00:00,22:00:00,06:00:00,22:00:00,1,1
TESCO,DY13 9FB,0,0,52.3389,-2.27478,150.9,140.9,158.9,NULL,07:00:00,22:00:00,07:00:00,22:00:00,0,1
TESCO,CF31 3SQ,0,0,51.4975,-3.56868,142.9,133.9,153.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,1
GULF,KW9 6LN,0,0,58.017576,-3.855237,NULL,148.7,169.7,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,0
SHELL,WF8 3JF,0,0,53.626611,-1.23867,174.9,147.9,168.9,194.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
ESSO,SK8 2AJ,0,0,53.3954,-2.20739,159.9,139.9,159.9,175.9,06:00:00,23:00:00,06:00:00,23:00:00,1,0
PACE,BS40 6PG,0,0,51.3159403,-2.6732685,NULL,139.9,164.9,NULL,07:30:00,18:30:00,00:00:00,00:00:00,0,1
Texaco,L35 6PF,0,0,53.4050185,-2.7512611,158.9,148.9,171.9,181.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
Karan Nutley Service Station,TN22 3NN,0,1,51.032807,0.055132,155.9,143.9,164.9,179.9,06:00:00,22:00:00,07:00:00,21:00:00,0,0
SHELL,GU14 6AY,0,0,51.275228,-0.755733,169.9,147.9,164.9,189.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
BP THINFORD NORTH,DL17 8RU,0,0,54.70435,-1.56755,168.9,148.9,175.9,195.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
MORRISONS,TA6 3LN,0,0,51.125128,-3.004609,149.9,136.9,156.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,1,0
BP,LS20 8LZ,0,0,53.8795543,-1.7265624,156.9,139.9,163.9,180.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
H Ballard and Son Motors,SY21 7NJ,0,0,52.6612097,-3.1492903,NULL,138.9,NULL,NULL,08:30:00,18:00:00,00:00:00,00:00:00,0,1
SHELL,TA3 7PF,1,0,50.975787,-3.148731,189.9,171.9,184.9,194.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
Nicholl,BT47 2PU,0,1,54.9620133,-7.3558667,138.9,128.9,138.9,NULL,07:00:00,22:00:00,08:00:00,22:00:00,1,1
BP,M50 3XB,0,0,53.473488,-2.282648,165.9,139.9,165.9,185.9,00:00:00,23:59:00,00:00:00,23:59:00,0,0
TESCO,S65 1HY,0,0,53.4336,-1.35322,145.9,136.9,155.9,NULL,06:00:00,23:00:00,06:00:00,23:00:00,0,1
SHELL,LE11 1LW,0,0,52.779471,-1.211918,169.9,146.9,165.9,189.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
JET,TS11 6HF,0,0,54.59145,-1.02841,161.9,139.9,159.9,169.9,06:00:00,22:00:00,06:00:00,22:00:00,1,0
TESCO,SG1 1ES,0,0,51.90391,-0.20442,146.9,137.9,154.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,1
Morgan Fuels ,BT358RL,0,0,54.175999,-6.349,NULL,NULL,170.9,NULL,08:00:00,20:00:00,08:00:00,20:00:00,0,0
Spar,WV13 2RN,0,0,52.5870506,-2.035236,154.9,145.9,164.9,173.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
TESCO,S25 2PF,0,0,53.37058,-1.211,145.9,136.9,156.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,1,1
MORRISONS,GU21 6LN,0,0,51.316639,-0.567153,149.9,136.9,156.9,NULL,06:00:00,23:00:00,06:00:00,23:00:00,1,1
NTS JUBILEE SERVICE STATION,NR30 4DL,0,1,52.6266643,1.7272472,144.9,124.9,135.9,155.9,00:00:00,23:59:00,00:00:00,23:59:00,0,0
Shell,CT3 1NL,0,0,51.2685702,1.1991269,159.9,141.9,159.9,175.9,06:00:00,22:00:00,07:00:00,22:00:00,0,0
ESSO,OX28 4EJ,0,0,51.77788,-1.49279,156.9,141.9,164.9,178.9,06:00:00,00:00:00,06:00:00,00:00:00,1,1
cecil penney ltd,S36 6HF,0,0,53.5222349,-1.613951,161.9,142.9,166.9,NULL,07:30:00,20:00:00,09:00:00,18:00:00,1,0
MORRISONS,TD15 1UQ,0,0,55.784198,-2.016391,151.9,141.9,154.9,NULL,06:00:00,23:00:00,06:00:00,23:00:00,1,0
ESSO,GU52 6AB,0,0,51.26395,-0.82734,157.9,142.9,164.9,178.9,06:00:00,00:00:00,06:00:00,00:00:00,0,0
TEXACO,CO12 4DN,0,0,51.935155,1.267905,166.9,145.9,169.9,190.9,06:00:00,22:00:00,06:00:00,22:00:00,1,1
Langford Service Garage,SG18 9RP,0,0,52.0870057,-0.2658235,NULL,144.9,171.9,NULL,08:00:00,18:00:00,00:00:00,00:00:00,0,0
SAINSBURYS,G74 4UN,0,0,55.78312,-4.1666,150.9,138.9,159.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,1,0
BP,B79 7NZ,0,0,52.6368109,-1.6943194,158.9,141.9,165.9,182.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
Total Energies ,EX13 5BH,0,0,50.7788229,-2.9885864,NULL,131.9,139.9,NULL,07:00:00,19:00:00,00:00:00,00:00:00,1,1
SHELL,B69 2BD,0,0,52.494131,-2.021754,164.9,139.9,160.9,184.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
BP,G67 1AP,0,0,55.953857,-3.983527,165.9,142.9,165.9,185.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SHELL,FY8 3RQ,0,0,53.753832,-2.995072,169.9,149.9,166.9,189.9,07:00:00,22:30:00,07:00:00,22:30:00,0,1
Birchwood Local Ltd,PA34 4HQ,0,0,56.4050021,-5.46986,NULL,142.9,163.9,NULL,06:30:00,20:00:00,00:00:00,00:00:00,1,1
Total Energies,GL20 6HP,0,0,52.00177,-2.18577,149.0,142.0,163.0,175.0,07:00:00,19:00:00,08:00:00,19:00:00,0,1
Maxol,BT78 4JZ,0,1,54.7331951,-7.4225595,NULL,NULL,NULL,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,1
MORRISONS,BD3 7HZ,0,0,53.801773,-1.711157,149.9,134.9,154.9,164.9,06:00:00,00:00:00,06:00:00,00:00:00,1,0
ESSO,TS14 7DH,0,0,54.531295,-1.059128,159.9,144.9,161.9,175.9,07:00:00,22:00:00,07:00:00,22:00:00,1,1
ESSO,BS21 7TU,0,0,51.434642,-2.864824,159.9,143.9,157.9,175.9,06:00:00,23:00:00,06:00:00,23:00:00,1,0
SAINSBURYS,BT19 7HJ,0,0,54.64539,-5.67041,146.9,134.9,154.9,NULL,06:30:00,22:30:00,06:30:00,22:30:00,0,0
Texaco,PR5 0JE,0,0,53.7411727,-2.6189868,NULL,141.9,162.9,NULL,06:00:00,22:00:00,07:00:00,21:00:00,0,0
MORRISONS,CH48 4HX,0,0,53.374111,-3.181775,149.9,136.9,153.9,163.9,06:00:00,23:00:00,06:00:00,23:00:00,1,0
Achiltibuie Stores,IV26 2YG,0,0,58.0167547,-5.3409993,NULL,158.9,179.9,NULL,09:00:00,18:00:00,00:00:00,00:00:00,0,0
Parks Jet Hamilton,ML3 0AY,0,0,55.7819497,-4.0456575,NULL,145.9,169.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,0,0
TESCO,KY11 8EG,0,0,56.06084,-3.40325,148.9,139.9,159.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,1
MURCO,BA7 7PF,0,0,51.1033084,-2.524205,NULL,147.9,168.9,NULL,08:00:00,18:00:00,00:00:00,00:00:00,0,0
VALERO DROITWICH,WR9 8AN,0,0,52.26106,-2.15336,167.9,147.9,173.9,193.9,06:00:00,22:00:00,06:00:00,22:00:00,0,0
BP,S63 9AP,0,0,53.5329604,-1.3151034,160.9,141.9,165.9,180.9,00:00:00,23:59:00,00:00:00,23:59:00,0,0
TEXACO,WA12 9DG,0,0,53.4562,-2.64894,155.9,139.9,157.9,175.9,06:00:00,23:00:00,06:00:00,23:00:00,1,0
ESSO,TN37 6RR,0,0,50.860488,0.562268,165.9,139.9,163.9,185.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
TESCO,LE4 1DE,0,0,52.66522,-1.16517,149.9,140.9,159.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,1
ESSO,M14 6AH,0,0,53.4387,-2.22122,159.9,143.9,161.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SHELL,SN3 1NP,0,0,51.544757,-1.749086,169.9,141.9,165.9,189.9,06:00:00,22:00:00,06:00:00,22:00:00,0,1
Mapleleaf Express,HR7 4QU,0,1,52.1182,-2.5205,NULL,132.6,NULL,153.6,00:00:00,23:59:00,00:00:00,23:59:00,0,1
BP,NP7 7RB,0,0,51.824915,-3.0293904,171.9,142.9,163.9,184.9,06:00:00,22:00:00,06:00:00,22:00:00,0,0
ESSO,TS10 5BW,0,0,54.61296,-1.084608,159.9,139.9,159.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SAINSBURYS,NG31 6HJ,0,0,52.90766,-0.63759,149.9,137.9,159.9,NULL,06:30:00,22:00:00,06:30:00,22:00:00,1,0
MORRISONS,BN23 6QN,0,0,50.796575,0.286213,149.9,136.9,153.9,163.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
Spar,DA11 7NP,0,0,51.417255,0.3612271,154.9,145.9,164.9,173.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
MORRISONS,S60 1TG,0,0,53.444153,-1.345608,149.9,135.9,153.9,163.9,06:00:00,23:00:00,06:00:00,23:00:00,1,0
JMF Groat  Sons LTD,KW16 3PG,0,0,58.8003593,-3.2073127,151.5,NULL,177.4,NULL,09:00:00,18:00:00,00:00:00,00:00:00,0,0
SHELL HARVEST ENERGY,NW2 6LD,0,0,51.5657279,-0.2256209,170.9,145.9,166.9,191.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
JET,KA18 2AB,0,0,55.464833,-4.288566,155.9,136.9,155.9,NULL,00:00:00,23:59:00,00:00:00,23:59:00,1,1
ESSO,PR8 5HL,0,0,53.6333,-2.97133,159.9,139.9,157.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
BP,NE21 5PG,0,0,54.95702,-1.69165,164.9,143.9,164.9,184.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SHELL,GU1 1EF,0,0,51.246279,-0.578395,169.9,141.9,161.9,184.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
SHELL,PH2 8DX,0,0,56.380863,-3.43436,169.9,146.9,168.9,194.9,00:00:00,23:59:00,00:00:00,23:59:00,1,1
SHELL,EX6 7UD,0,0,50.659867,-3.538035,179.9,148.9,169.9,194.9,06:00:00,22:00:00,06:00:00,22:00:00,0,1
Spar,DN37 7LG,0,0,53.5356863,-0.1816255,148.9,139.9,158.9,167.9,06:00:00,22:00:00,06:00:00,22:00:00,1,1
Jet,DE56 0NH,0,0,53.0009798,-1.4430866,144.9,137.9,162.9,169.9,06:30:00,20:00:00,08:30:00,18:30:00,1,1
THREENUNS SERVICE STATION,WF14 0BY,0,1,53.6860381,-1.7245537,158.9,143.9,168.9,183.9,00:00:00,23:59:00,00:00:00,23:59:00,0,1
GULF,BA1 3HW,0,0,51.388811,-2.403084,157.7,139.7,162.7,180.7,00:00:00,23:59:00,00:00:00,23:59:00,0,0
BP,IP4 4EN,0,1,52.0615645,1.1815443,157.9,141.9,164.9,179.9,07:00:00,22:00:00,08:00:00,22:00:00,0,1
BP,PO7 7XW,0,0,50.886562,-1.040391,NULL,139.9,159.9,NULL,06:00:00,21:00:00,06:00:00,21:00:00,1,1
BP,SO19 9AQ,0,0,50.895645,-1.36342,165.9,139.9,165.9,185.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
Spar,LL52 0RN,0,0,52.91891,-4.23844,153.9,138.9,158.9,173.9,07:00:00,21:00:00,08:00:00,21:00:00,1,1
BP,LA12 7QG,0,0,54.20789,-3.07293,164.9,141.9,163.9,184.9,06:00:00,22:00:00,06:00:00,22:00:00,0,1
ESSO,BB3 1ET,0,0,53.704047,-2.47647,159.9,139.9,155.9,175.9,00:00:00,23:59:00,00:00:00,23:59:00,1,0
TESCO,BT19 1ND,0,0,54.65463,-5.69694,NULL,134.9,154.9,NULL,06:00:00,22:00:00,06:00:00,22:00:00,0,1
