sale_id,model_id,sale_date,employee_id,price
64,9,2019-01-05,lsach,25.0
65,14,2019-01-05,hpatel,10.0
66,8,2019-01-05,mohanlon,35.0
67,8,2019-01-05,mohanlon,35.0
68,8,2019-01-05,mohanlon,35.0
69,9,2019-01-05,mhogan,25.0
70,8,2019-01-05,mohanlon,35.0
71,8,2019-01-05,hpatel,35.0
72,8,2019-01-05,lsach,35.0
73,9,2019-01-05,hpatel,25.0
74,8,2019-01-05,hpatel,35.0
75,13,2019-01-05,hpatel,5.0
76,8,2019-01-05,hpatel,35.0
77,9,2019-01-05,mohanlon,25.0
78,8,2019-01-05,lsach,35.0
79,8,2019-01-05,hpatel,35.0
80,8,2019-01-05,mohanlon,35.0
81,8,2019-01-05,hpatel,35.0
82,8,2019-01-05,mohanlon,35.0
83,8,2019-01-06,lsach,35.0
84,8,2019-01-06,hpatel,35.0
85,8,2019-01-06,lsach,35.0
86,9,2019-01-06,mhogan,25.0
87,8,2019-01-06,lsach,35.0
88,8,2019-01-06,hpatel,35.0
89,8,2019-01-06,mohanlon,35.0
90,8,2019-01-06,mohanlon,35.0
91,9,2019-01-06,mohanlon,25.0
92,13,2019-01-06,lsach,5.0
93,9,2019-01-06,mohanlon,25.0
94,8,2019-01-06,mohanlon,35.0
95,8,2019-01-06,lsach,35.0
96,8,2019-01-06,mohanlon,35.0
97,8,2019-01-06,hpatel,35.0
98,8,2019-01-06,lsach,35.0
99,14,2019-01-06,lsach,10.0
100,9,2019-01-06,mohanlon,25.0
101,8,2019-01-07,mhogan,35.0
102,8,2019-01-07,mohanlon,35.0
103,14,2019-01-07,mhogan,10.0
104,8,2019-01-07,mohanlon,35.0
105,8,2019-01-07,mhogan,35.0
106,13,2019-01-07,hpatel,5.0
107,14,2019-01-07,mhogan,10.0
108,8,2019-01-07,hpatel,35.0
109,14,2019-01-07,mhogan,10.0
110,8,2019-01-07,mohanlon,35.0
111,13,2019-01-08,mohanlon,5.0
112,8,2019-01-08,hpatel,35.0
113,8,2019-01-08,mhogan,35.0
114,8,2019-01-08,lsach,35.0
115,8,2019-01-08,hpatel,35.0
116,8,2019-01-08,lsach,35.0
117,8,2019-01-08,hpatel,35.0
118,8,2019-01-08,mohanlon,35.0
119,9,2019-01-08,hpatel,25.0
120,14,2019-01-08,mohanlon,10.0
121,9,2019-01-08,hpatel,25.0
122,8,2019-01-08,mohanlon,35.0
123,9,2019-01-08,lsach,25.0
124,13,2019-01-08,hpatel,5.0
125,8,2019-01-08,hpatel,35.0
126,13,2019-01-09,mohanlon,5.0
127,7,2019-01-09,lsach,35.0
128,8,2019-01-09,hpatel,35.0
129,8,2019-01-09,mohanlon,35.0
130,9,2019-01-09,hpatel,25.0
131,8,2019-01-09,hpatel,35.0
132,14,2019-01-09,hpatel,10.0
133,9,2019-01-09,lsach,25.0
134,8,2019-01-09,mohanlon,35.0
135,14,2019-01-09,lsach,10.0
136,8,2019-01-09,mhogan,35.0
137,8,2019-01-09,mohanlon,35.0
138,13,2019-01-09,hpatel,5.0
139,8,2019-01-09,lsach,35.0
140,8,2019-01-10,mhogan,35.0
141,8,2019-01-10,mhogan,35.0
142,8,2019-01-10,hpatel,35.0
143,13,2019-01-10,mohanlon,5.0
144,14,2019-01-10,lsach,10.0
145,8,2019-01-10,lsach,35.0
146,9,2019-01-10,mhogan,25.0
147,8,2019-01-10,mohanlon,35.0
148,8,2019-01-10,hpatel,35.0
149,8,2019-01-10,mohanlon,35.0
150,8,2019-01-10,hpatel,35.0
151,8,2019-01-10,lsach,35.0
152,8,2019-01-10,mhogan,35.0
153,8,2019-01-10,lsach,35.0
154,8,2019-01-11,hpatel,35.0
155,13,2019-01-11,hpatel,5.0
156,8,2019-01-11,mhogan,35.0
157,13,2019-01-11,hpatel,5.0
158,8,2019-01-11,mohanlon,35.0
159,8,2019-01-11,mhogan,35.0
160,8,2019-01-11,mohanlon,35.0
161,9,2019-01-11,mohanlon,25.0
162,9,2019-01-11,lsach,25.0
163,7,2019-01-11,mohanlon,35.0
164,14,2019-01-11,mohanlon,10.0
165,8,2019-01-11,mhogan,35.0
166,9,2019-01-11,hpatel,25.0
167,8,2019-01-11,lsach,35.0
168,8,2019-01-12,hpatel,35.0
169,9,2019-01-12,hpatel,25.0
170,8,2019-01-12,mohanlon,35.0
171,8,2019-01-12,mohanlon,35.0
172,9,2019-01-12,mohanlon,25.0
173,8,2019-01-12,hpatel,35.0
174,13,2019-01-12,mohanlon,5.0
175,8,2019-01-12,lsach,35.0
176,14,2019-01-12,mhogan,10.0
177,8,2019-01-12,lsach,35.0
178,13,2019-01-12,mohanlon,5.0
179,9,2019-01-12,mohanlon,25.0
180,14,2019-01-12,mohanlon,10.0
181,8,2019-01-12,hpatel,35.0
182,8,2019-01-12,lsach,35.0
183,9,2019-01-12,mhogan,25.0
184,8,2019-01-12,mohanlon,35.0
185,8,2019-01-12,hpatel,35.0
186,8,2019-01-12,lsach,35.0
187,14,2019-01-12,hpatel,10.0
188,9,2019-01-12,mhogan,25.0
189,8,2019-01-12,mohanlon,35.0
190,8,2019-01-12,lsach,35.0
191,8,2019-01-12,hpatel,35.0
192,8,2019-01-13,mhogan,35.0
193,8,2019-01-13,mohanlon,35.0
194,8,2019-01-13,hpatel,35.0
195,9,2019-01-13,mohanlon,25.0
196,8,2019-01-13,hpatel,35.0
197,14,2019-01-13,mohanlon,10.0
198,9,2019-01-13,lsach,25.0
199,8,2019-01-13,mhogan,35.0
200,14,2019-01-13,hpatel,10.0
201,8,2019-01-13,lsach,35.0
202,7,2019-01-13,mohanlon,35.0
203,8,2019-01-13,hpatel,35.0
204,8,2019-01-13,lsach,35.0
205,8,2019-01-13,lsach,35.0
206,8,2019-01-13,lsach,35.0
207,13,2019-01-13,mohanlon,5.0
208,8,2019-01-13,hpatel,35.0
209,9,2019-01-13,hpatel,25.0
210,8,2019-01-13,mohanlon,35.0
211,8,2019-01-13,mohanlon,35.0
212,8,2019-01-13,mohanlon,35.0
213,8,2019-01-14,lsach,35.0
214,8,2019-01-14,mohanlon,35.0
215,8,2019-01-14,hpatel,35.0
216,14,2019-01-14,mohanlon,10.0
217,8,2019-01-14,mhogan,35.0
218,8,2019-01-14,mhogan,35.0
219,8,2019-01-14,mohanlon,35.0
220,8,2019-01-14,lsach,35.0
221,8,2019-01-14,hpatel,35.0
222,14,2019-01-14,hpatel,10.0
223,8,2019-01-14,mhogan,35.0
224,8,2019-01-14,mhogan,35.0
225,8,2019-01-14,mohanlon,35.0
226,8,2019-01-15,lsach,35.0
227,8,2019-01-15,mhogan,35.0
228,8,2019-01-15,mohanlon,35.0
229,9,2019-01-15,mohanlon,25.0
230,8,2019-01-15,hpatel,35.0
231,9,2019-01-15,hpatel,25.0
232,14,2019-01-15,lsach,10.0
233,8,2019-01-15,mohanlon,35.0
234,8,2019-01-15,hpatel,35.0
235,8,2019-01-15,lsach,35.0
236,8,2019-01-15,mohanlon,35.0
237,9,2019-01-15,mohanlon,25.0
238,14,2019-01-15,lsach,10.0
239,8,2019-01-15,hpatel,35.0
240,14,2019-01-15,mhogan,10.0
241,9,2019-01-16,hpatel,25.0
242,8,2019-01-16,mhogan,35.0
243,8,2019-01-16,lsach,35.0
244,9,2019-01-16,lsach,25.0
245,8,2019-01-16,hpatel,35.0
246,8,2019-01-16,mohanlon,35.0
247,8,2019-01-16,hpatel,35.0
248,8,2019-01-16,mhogan,35.0
249,8,2019-01-16,hpatel,35.0
250,7,2019-01-16,mohanlon,35.0
251,8,2019-01-16,mhogan,35.0
252,8,2019-01-16,hpatel,35.0
253,14,2019-01-16,mohanlon,10.0
254,8,2019-01-16,mhogan,35.0
255,8,2019-01-17,mhogan,35.0
256,13,2019-01-17,mohanlon,5.0
257,8,2019-01-17,hpatel,35.0
258,8,2019-01-17,hpatel,35.0
259,8,2019-01-17,mhogan,35.0
260,8,2019-01-17,lsach,35.0
261,8,2019-01-17,mohanlon,35.0
262,8,2019-01-17,mohanlon,35.0
263,9,2019-01-17,mohanlon,25.0
264,8,2019-01-17,mohanlon,35.0
265,8,2019-01-17,lsach,35.0
266,8,2019-01-17,lsach,35.0
267,8,2019-01-17,hpatel,35.0
268,8,2019-01-17,lsach,35.0
269,8,2019-01-17,hpatel,35.0
270,8,2019-01-17,hpatel,35.0
271,14,2019-01-18,mohanlon,10.0
272,14,2019-01-18,lsach,10.0
273,8,2019-01-18,mohanlon,35.0
274,13,2019-01-18,mohanlon,5.0
275,8,2019-01-18,hpatel,35.0
276,13,2019-01-18,lsach,5.0
277,8,2019-01-18,mohanlon,35.0
278,9,2019-01-18,lsach,25.0
279,8,2019-01-18,lsach,35.0
280,9,2019-01-18,lsach,25.0
281,8,2019-01-18,hpatel,35.0
282,8,2019-01-18,mhogan,35.0
283,8,2019-01-18,mhogan,35.0
284,8,2019-01-18,mohanlon,35.0
285,8,2019-01-18,mhogan,35.0
286,14,2019-01-19,mhogan,10.0
287,8,2019-01-19,lsach,35.0
288,8,2019-01-19,mohanlon,35.0
289,9,2019-01-19,lsach,25.0
290,8,2019-01-19,lsach,35.0
291,8,2019-01-19,lsach,35.0
292,9,2019-01-19,hpatel,25.0
293,8,2019-01-19,hpatel,35.0
294,8,2019-01-19,lsach,35.0
295,14,2019-01-19,hpatel,10.0
296,9,2019-01-19,mohanlon,25.0
297,8,2019-01-19,hpatel,35.0
298,8,2019-01-19,hpatel,35.0
299,8,2019-01-19,mohanlon,35.0
300,8,2019-01-19,hpatel,35.0
301,8,2019-01-19,hpatel,35.0
302,13,2019-01-19,hpatel,5.0
303,8,2019-01-19,mhogan,35.0
304,8,2019-01-19,mohanlon,35.0
305,8,2019-01-19,hpatel,35.0
306,9,2019-01-19,hpatel,25.0
307,8,2019-01-19,lsach,35.0
308,13,2019-01-20,hpatel,5.0
309,8,2019-01-20,lsach,35.0
310,8,2019-01-20,mhogan,35.0
311,8,2019-01-20,mhogan,35.0
312,8,2019-01-20,hpatel,35.0
313,8,2019-01-20,mhogan,35.0
314,8,2019-01-20,mhogan,35.0
315,14,2019-01-20,mohanlon,10.0
316,8,2019-01-20,lsach,35.0
317,8,2019-01-20,hpatel,35.0
318,8,2019-01-20,mohanlon,35.0
319,8,2019-01-20,mohanlon,35.0
320,8,2019-01-20,hpatel,35.0
321,13,2019-01-20,lsach,5.0
322,13,2019-01-20,mhogan,5.0
323,9,2019-01-20,hpatel,25.0
324,8,2019-01-20,hpatel,35.0
325,8,2019-01-20,lsach,35.0
326,8,2019-01-20,mohanlon,35.0
327,9,2019-01-20,hpatel,25.0
328,8,2019-01-20,hpatel,35.0
329,8,2019-01-20,lsach,35.0
330,9,2019-01-21,mhogan,25.0
331,8,2019-01-21,hpatel,35.0
332,8,2019-01-21,mohanlon,35.0
333,8,2019-01-21,mohanlon,35.0
334,7,2019-01-21,hpatel,35.0
335,8,2019-01-21,mohanlon,35.0
336,8,2019-01-21,hpatel,35.0
337,8,2019-01-21,mohanlon,35.0
338,14,2019-01-21,mohanlon,10.0
339,8,2019-01-21,lsach,35.0
340,8,2019-01-21,lsach,35.0
341,13,2019-01-21,mhogan,5.0
342,14,2019-01-21,hpatel,10.0
343,8,2019-01-21,hpatel,35.0
344,9,2019-01-22,mohanlon,25.0
345,9,2019-01-22,lsach,25.0
346,8,2019-01-22,hpatel,35.0
347,8,2019-01-22,hpatel,35.0
348,8,2019-01-22,hpatel,35.0
349,9,2019-01-22,lsach,25.0
350,8,2019-01-22,lsach,35.0
351,13,2019-01-22,hpatel,5.0
352,8,2019-01-22,mohanlon,35.0
353,8,2019-01-22,lsach,35.0
354,9,2019-01-22,hpatel,25.0
355,8,2019-01-22,mohanlon,35.0
356,8,2019-01-22,mohanlon,35.0
357,8,2019-01-22,hpatel,35.0
358,14,2019-01-22,mhogan,10.0
359,9,2019-01-22,lsach,25.0
360,8,2019-01-23,mohanlon,35.0
361,9,2019-01-23,hpatel,25.0
362,8,2019-01-23,hpatel,35.0
363,8,2019-01-23,mohanlon,35.0
364,8,2019-01-23,hpatel,35.0
365,8,2019-01-23,hpatel,35.0
366,8,2019-01-23,hpatel,35.0
367,13,2019-01-23,hpatel,5.0
368,8,2019-01-23,mhogan,35.0
369,8,2019-01-23,hpatel,35.0
370,8,2019-01-23,mhogan,35.0
371,8,2019-01-23,lsach,35.0
372,8,2019-01-23,hpatel,35.0
373,8,2019-01-24,mhogan,35.0
374,9,2019-01-24,hpatel,25.0
375,9,2019-01-24,hpatel,25.0
376,8,2019-01-24,lsach,35.0
377,14,2019-01-24,mohanlon,10.0
378,8,2019-01-24,mohanlon,35.0
379,8,2019-01-24,lsach,35.0
380,8,2019-01-24,mhogan,35.0
381,8,2019-01-24,mohanlon,35.0
382,9,2019-01-24,mhogan,25.0
383,8,2019-01-24,hpatel,35.0
384,14,2019-01-24,hpatel,10.0
385,8,2019-01-24,lsach,35.0
386,14,2019-01-24,hpatel,10.0
387,8,2019-01-24,mohanlon,35.0
388,8,2019-01-24,mohanlon,35.0
389,8,2019-01-24,hpatel,35.0
390,8,2019-01-25,hpatel,35.0
391,13,2019-01-25,hpatel,5.0
392,8,2019-01-25,lsach,35.0
393,9,2019-01-25,mhogan,25.0
394,8,2019-01-25,hpatel,35.0
395,8,2019-01-25,mohanlon,35.0
396,8,2019-01-25,mhogan,35.0
397,14,2019-01-25,mohanlon,10.0
398,9,2019-01-25,lsach,25.0
399,9,2019-01-25,mhogan,25.0
400,8,2019-01-25,hpatel,35.0
401,9,2019-01-25,hpatel,25.0
402,9,2019-01-25,mohanlon,25.0
403,13,2019-01-25,mhogan,5.0
404,9,2019-01-25,lsach,25.0
405,9,2019-01-25,hpatel,25.0
406,8,2019-01-26,lsach,35.0
407,9,2019-01-26,mohanlon,25.0
408,9,2019-01-26,lsach,25.0
409,9,2019-01-26,hpatel,25.0
410,9,2019-01-26,lsach,25.0
411,9,2019-01-26,hpatel,25.0
412,8,2019-01-26,mhogan,35.0
413,8,2019-01-26,mohanlon,35.0
414,8,2019-01-26,hpatel,35.0
415,13,2019-01-26,mohanlon,5.0
416,14,2019-01-26,lsach,10.0
417,14,2019-01-26,hpatel,10.0
418,8,2019-01-26,mohanlon,35.0
419,13,2019-01-26,mohanlon,5.0
420,8,2019-01-26,lsach,35.0
421,9,2019-01-26,hpatel,25.0
422,8,2019-01-26,mohanlon,35.0
423,8,2019-01-26,hpatel,35.0
424,8,2019-01-26,mohanlon,35.0
425,14,2019-01-26,lsach,10.0
426,13,2019-01-26,mohanlon,5.0
427,14,2019-01-26,lsach,10.0
428,8,2019-01-26,lsach,35.0
429,13,2019-01-26,mhogan,5.0
430,9,2019-01-26,mhogan,25.0
431,13,2019-01-27,mohanlon,5.0
432,8,2019-01-27,hpatel,35.0
433,8,2019-01-27,hpatel,35.0
434,8,2019-01-27,mohanlon,35.0
435,8,2019-01-27,mhogan,35.0
436,9,2019-01-27,hpatel,25.0
437,8,2019-01-27,mohanlon,35.0
438,14,2019-01-27,lsach,10.0
439,8,2019-01-27,hpatel,35.0
440,8,2019-01-27,hpatel,35.0
441,8,2019-01-27,lsach,35.0
442,9,2019-01-27,hpatel,25.0
443,8,2019-01-27,mohanlon,35.0
444,8,2019-01-27,mhogan,35.0
445,13,2019-01-27,lsach,5.0
446,8,2019-01-27,hpatel,35.0
447,13,2019-01-27,hpatel,5.0
448,9,2019-01-27,mohanlon,25.0
449,8,2019-01-27,mhogan,35.0
450,14,2019-01-27,hpatel,10.0
451,14,2019-01-27,mhogan,10.0
452,8,2019-01-27,mhogan,35.0
453,14,2019-01-27,mhogan,10.0
454,9,2019-01-27,lsach,25.0
455,8,2019-01-28,mhogan,35.0
456,8,2019-01-28,lsach,35.0
457,13,2019-01-28,hpatel,5.0
458,8,2019-01-28,mohanlon,35.0
459,8,2019-01-28,mohanlon,35.0
460,8,2019-01-28,hpatel,35.0
461,14,2019-01-28,mohanlon,10.0
462,8,2019-01-28,hpatel,35.0
463,8,2019-01-28,hpatel,35.0
464,8,2019-01-28,lsach,35.0
465,8,2019-01-28,mohanlon,35.0
466,8,2019-01-28,hpatel,35.0
467,13,2019-01-28,hpatel,5.0
468,8,2019-01-28,hpatel,35.0
469,9,2019-01-28,mohanlon,25.0
470,9,2019-01-29,mohanlon,25.0
471,14,2019-01-29,hpatel,10.0
472,8,2019-01-29,mohanlon,35.0
473,8,2019-01-29,mhogan,35.0
474,13,2019-01-29,lsach,5.0
475,8,2019-01-29,mohanlon,35.0
476,9,2019-01-29,hpatel,25.0
477,8,2019-01-29,lsach,35.0
478,8,2019-01-29,mohanlon,35.0
479,9,2019-01-29,mohanlon,25.0
480,8,2019-01-29,hpatel,35.0
481,9,2019-01-29,hpatel,25.0
482,8,2019-01-29,lsach,35.0
483,14,2019-01-29,hpatel,10.0
484,8,2019-01-29,mohanlon,35.0
485,13,2019-01-29,mohanlon,5.0
486,13,2019-01-29,hpatel,5.0
487,14,2019-01-30,lsach,10.0
488,8,2019-01-30,hpatel,35.0
489,8,2019-01-30,mhogan,35.0
490,8,2019-01-30,lsach,35.0
491,9,2019-01-30,mohanlon,25.0
492,8,2019-01-30,lsach,35.0
493,13,2019-01-30,mhogan,5.0
494,14,2019-01-30,lsach,10.0
495,14,2019-01-30,hpatel,10.0
496,9,2019-01-30,lsach,25.0
497,9,2019-01-30,hpatel,25.0
498,14,2019-01-30,lsach,10.0
499,8,2019-01-30,lsach,35.0
500,8,2019-01-30,mhogan,35.0
501,13,2019-01-31,mhogan,5.0
502,8,2019-01-31,hpatel,35.0
503,8,2019-01-31,mohanlon,35.0
504,9,2019-01-31,mhogan,25.0
505,13,2019-01-31,lsach,5.0
506,8,2019-01-31,lsach,35.0
507,8,2019-01-31,hpatel,35.0
508,8,2019-01-31,mohanlon,35.0
509,9,2019-01-31,mhogan,25.0
510,8,2019-01-31,hpatel,35.0
511,8,2019-01-31,mhogan,35.0
512,8,2019-01-31,lsach,35.0
513,14,2019-01-31,mohanlon,10.0
514,9,2019-01-31,lsach,25.0
515,14,2019-02-01,mohanlon,10.0
516,8,2019-02-01,hpatel,35.0
517,8,2019-02-01,lsach,35.0
518,13,2019-02-01,mhogan,5.0
519,8,2019-02-01,lsach,35.0
520,8,2019-02-01,mhogan,35.0
521,8,2019-02-01,lsach,35.0
522,9,2019-02-01,mohanlon,25.0
523,8,2019-02-01,hpatel,35.0
524,9,2019-02-01,hpatel,25.0
525,8,2019-02-01,hpatel,35.0
526,8,2019-02-01,hpatel,35.0
527,8,2019-02-01,lsach,35.0
528,8,2019-02-01,mhogan,35.0
529,8,2019-02-01,mhogan,35.0
530,9,2019-02-02,mohanlon,25.0
531,8,2019-02-02,hpatel,35.0
532,9,2019-02-02,lsach,25.0
533,8,2019-02-02,hpatel,35.0
534,8,2019-02-02,mhogan,35.0
535,8,2019-02-02,hpatel,35.0
536,8,2019-02-02,hpatel,35.0
537,8,2019-02-02,mohanlon,35.0
538,8,2019-02-02,hpatel,35.0
539,13,2019-02-02,hpatel,5.0
540,8,2019-02-02,hpatel,35.0
541,9,2019-02-02,lsach,25.0
542,8,2019-02-02,mhogan,35.0
543,8,2019-02-02,mohanlon,35.0
544,8,2019-02-02,mohanlon,35.0
545,8,2019-02-02,hpatel,35.0
546,8,2019-02-02,mohanlon,35.0
547,8,2019-02-02,hpatel,35.0
548,9,2019-02-02,mohanlon,25.0
549,9,2019-02-03,lsach,25.0
550,9,2019-02-03,mohanlon,25.0
551,8,2019-02-03,mohanlon,35.0
552,8,2019-02-03,mohanlon,35.0
553,8,2019-02-03,hpatel,35.0
554,8,2019-02-03,mohanlon,35.0
555,9,2019-02-03,hpatel,25.0
556,8,2019-02-03,lsach,35.0
557,8,2019-02-03,hpatel,35.0
558,8,2019-02-03,hpatel,35.0
559,8,2019-02-03,lsach,35.0
560,8,2019-02-03,mohanlon,35.0
561,8,2019-02-03,hpatel,35.0
562,7,2019-02-03,mohanlon,35.0
563,9,2019-02-03,mhogan,25.0
564,8,2019-02-03,hpatel,35.0
565,8,2019-02-03,hpatel,35.0
566,9,2019-02-03,mhogan,25.0
567,8,2019-02-03,hpatel,35.0
568,9,2019-02-03,mohanlon,25.0
569,8,2019-02-03,hpatel,35.0
570,8,2019-02-04,hpatel,35.0
571,9,2019-02-04,mohanlon,25.0
572,8,2019-02-04,hpatel,35.0
573,14,2019-02-04,lsach,10.0
574,9,2019-02-04,lsach,25.0
575,13,2019-02-04,hpatel,5.0
576,9,2019-02-04,lsach,25.0
577,8,2019-02-04,mohanlon,35.0
578,9,2019-02-04,mhogan,25.0
579,8,2019-02-04,hpatel,35.0
580,9,2019-02-04,mohanlon,25.0
581,8,2019-02-04,lsach,35.0
582,8,2019-02-04,lsach,35.0
583,9,2019-02-04,lsach,25.0
584,8,2019-02-04,mohanlon,35.0
585,8,2019-02-05,mohanlon,35.0
586,8,2019-02-05,hpatel,35.0
587,8,2019-02-05,mhogan,35.0
588,8,2019-02-05,mohanlon,35.0
589,8,2019-02-05,mhogan,35.0
590,8,2019-02-05,hpatel,35.0
591,8,2019-02-05,hpatel,35.0
592,8,2019-02-05,mohanlon,35.0
593,14,2019-02-05,hpatel,10.0
594,8,2019-02-05,mohanlon,35.0
595,13,2019-02-05,mhogan,5.0
596,8,2019-02-05,hpatel,35.0
597,9,2019-02-05,mohanlon,25.0
598,14,2019-02-05,hpatel,10.0
599,14,2019-02-06,lsach,10.0
600,9,2019-02-06,mhogan,25.0
601,8,2019-02-06,hpatel,35.0
602,8,2019-02-06,hpatel,35.0
603,8,2019-02-06,hpatel,35.0
604,8,2019-02-06,mohanlon,35.0
605,8,2019-02-06,hpatel,35.0
606,8,2019-02-06,mhogan,35.0
607,8,2019-02-06,mhogan,35.0
608,8,2019-02-06,mohanlon,35.0
609,8,2019-02-06,lsach,35.0
610,9,2019-02-06,hpatel,25.0
611,14,2019-02-06,lsach,10.0
612,14,2019-02-07,mhogan,10.0
613,13,2019-02-07,mohanlon,5.0
614,13,2019-02-07,lsach,5.0
615,9,2019-02-07,mohanlon,25.0
616,8,2019-02-07,mohanlon,35.0
617,9,2019-02-07,hpatel,25.0
618,8,2019-02-07,lsach,35.0
619,8,2019-02-07,mhogan,35.0
620,8,2019-02-07,mohanlon,35.0
621,8,2019-02-07,lsach,35.0
622,8,2019-02-07,mhogan,35.0
623,14,2019-02-07,hpatel,10.0
624,8,2019-02-07,hpatel,35.0
625,8,2019-02-07,mohanlon,35.0
626,8,2019-02-08,mhogan,35.0
627,8,2019-02-08,lsach,35.0
628,8,2019-02-08,lsach,35.0
629,9,2019-02-08,hpatel,25.0
630,8,2019-02-08,hpatel,35.0
631,14,2019-02-08,mhogan,10.0
632,14,2019-02-08,mohanlon,10.0
633,8,2019-02-08,mohanlon,35.0
634,8,2019-02-08,hpatel,35.0
635,8,2019-02-08,hpatel,35.0
636,8,2019-02-08,lsach,35.0
637,8,2019-02-08,lsach,35.0
638,9,2019-02-08,hpatel,25.0
639,9,2019-02-08,hpatel,25.0
640,8,2019-02-09,hpatel,35.0
641,8,2019-02-09,hpatel,35.0
642,8,2019-02-09,mohanlon,35.0
643,8,2019-02-09,mohanlon,35.0
644,8,2019-02-09,hpatel,35.0
645,9,2019-02-09,hpatel,25.0
646,9,2019-02-09,hpatel,25.0
647,9,2019-02-09,mohanlon,25.0
648,8,2019-02-09,hpatel,35.0
649,14,2019-02-09,hpatel,10.0
650,14,2019-02-09,mohanlon,10.0
651,8,2019-02-09,lsach,35.0
652,13,2019-02-09,mohanlon,5.0
653,14,2019-02-09,hpatel,10.0
654,8,2019-02-09,lsach,35.0
655,8,2019-02-09,mhogan,35.0
656,9,2019-02-09,hpatel,25.0
657,9,2019-02-09,mhogan,25.0
658,8,2019-02-09,hpatel,35.0
659,8,2019-02-09,hpatel,35.0
660,9,2019-02-09,hpatel,25.0
661,8,2019-02-09,mohanlon,35.0
662,8,2019-02-09,mohanlon,35.0
663,8,2019-02-09,mhogan,35.0
664,9,2019-02-09,lsach,25.0
665,9,2019-02-09,mohanlon,25.0
666,9,2019-02-09,lsach,25.0
667,7,2019-02-09,mhogan,35.0
668,14,2019-02-10,hpatel,10.0
669,8,2019-02-10,mhogan,35.0
670,8,2019-02-10,mhogan,35.0
671,8,2019-02-10,mohanlon,35.0
672,13,2019-02-10,hpatel,5.0
673,9,2019-02-10,mohanlon,25.0
674,9,2019-02-10,lsach,25.0
675,8,2019-02-10,lsach,35.0
676,8,2019-02-10,mhogan,35.0
677,8,2019-02-10,hpatel,35.0
678,8,2019-02-10,lsach,35.0
679,8,2019-02-10,mhogan,35.0
680,14,2019-02-10,mohanlon,10.0
681,8,2019-02-10,lsach,35.0
682,8,2019-02-10,mohanlon,35.0
683,8,2019-02-10,mohanlon,35.0
684,8,2019-02-10,hpatel,35.0
685,8,2019-02-10,mhogan,35.0
686,9,2019-02-10,hpatel,25.0
687,8,2019-02-10,lsach,35.0
688,9,2019-02-10,hpatel,25.0
689,13,2019-02-10,lsach,5.0
690,8,2019-02-11,lsach,35.0
691,8,2019-02-11,hpatel,35.0
692,14,2019-02-11,lsach,10.0
693,8,2019-02-11,lsach,35.0
694,8,2019-02-11,lsach,35.0
695,8,2019-02-11,lsach,35.0
